Example|Class|Clause|Cl.Val|Example_BoW|ClassName|ClauseText|CorrectLabel
58|0|22|1|. , any its this Agreement the of or ( 1 ) all 2 shall accordance 3 is - and will effective this Agreement or any ( 1 1 ) for the in accordance accordance with only that such have their For in the their respective claims Applicable on liability , ( that are from , and on the then shall not use comply Product comply with care Affiliates and other its Affiliates responsible 2 ) in any legal ; ( ( 3 3 ) not apply customer activities Law they appropriate Plan Plan , the Product access monitoring procedures actions ) use make make any the then and procedures responsible and Materials Laws Applicable Laws they have of their whom internal alterations that all then - responsibility and and safety with Applicable Applicable Law Law and Marketing actions , ( g restrictions team liability in liable for Representatives C ( C C ) in , Promotional Materials Sales Representatives Representatives and claims of the actions its Representatives any changes the customer all Applicable ensuring or market|0.0|Agreement;this Agreement;in the;|GoldPredicted
58|1|5|1|. , any its this Agreement the of or ( 1 ) all 2 shall accordance 3 is - and will effective this Agreement or any ( 1 1 ) for the in accordance accordance with only that such have their For in the their respective claims Applicable on liability , ( that are from , and on the then shall not use comply Product comply with care Affiliates and other its Affiliates responsible 2 ) in any legal ; ( ( 3 3 ) not apply customer activities Law they appropriate Plan Plan , the Product access monitoring procedures actions ) use make make any the then and procedures responsible and Materials Laws Applicable Laws they have of their whom internal alterations that all then - responsibility and and safety with Applicable Applicable Law Law and Marketing actions , ( g restrictions team liability in liable for Representatives C ( C C ) in , Promotional Materials Sales Representatives Representatives and claims of the actions its Representatives any changes the customer all Applicable ensuring or market|1.0|access;|
58|1|19|1|. , any its this Agreement the of or ( 1 ) all 2 shall accordance 3 is - and will effective this Agreement or any ( 1 1 ) for the in accordance accordance with only that such have their For in the their respective claims Applicable on liability , ( that are from , and on the then shall not use comply Product comply with care Affiliates and other its Affiliates responsible 2 ) in any legal ; ( ( 3 3 ) not apply customer activities Law they appropriate Plan Plan , the Product access monitoring procedures actions ) use make make any the then and procedures responsible and Materials Laws Applicable Laws they have of their whom internal alterations that all then - responsibility and and safety with Applicable Applicable Law Law and Marketing actions , ( g restrictions team liability in liable for Representatives C ( C C ) in , Promotional Materials Sales Representatives Representatives and claims of the actions its Representatives any changes the customer all Applicable ensuring or market|1.0|access;|
58|1|25|1|. , any its this Agreement the of or ( 1 ) all 2 shall accordance 3 is - and will effective this Agreement or any ( 1 1 ) for the in accordance accordance with only that such have their For in the their respective claims Applicable on liability , ( that are from , and on the then shall not use comply Product comply with care Affiliates and other its Affiliates responsible 2 ) in any legal ; ( ( 3 3 ) not apply customer activities Law they appropriate Plan Plan , the Product access monitoring procedures actions ) use make make any the then and procedures responsible and Materials Laws Applicable Laws they have of their whom internal alterations that all then - responsibility and and safety with Applicable Applicable Law Law and Marketing actions , ( g restrictions team liability in liable for Representatives C ( C C ) in , Promotional Materials Sales Representatives Representatives and claims of the actions its Representatives any changes the customer all Applicable ensuring or market|1.0|Agreement;this Agreement;use;|
59|0|4|1|. , any its this Agreement the of or one ( ) all shall accordance is - 25 after and order [PAD] this Agreement in accordance accordance with of this [PAD] [PAD] event such have Source / solely Section in the Applicable provided liability Term upon Term . , as costs including promptly within applicable , and ) . Service sale service the Term and shall Regulatory comply Product comply with the Regulatory K - K K , associated including the notify necessary responsible in any legal whether and all determine customer , 8 8 - activities reasonably necessary they receipt Business Day Business Day the Product with any procedures actions regarding regarding the Product . Review and procedures to determine Laws Applicable Laws they have withdrawal recall such recall necessary in responsibility and Compliance Marketing Authorization the Marketing permitting . 25 liability in Approvals reasons have sole customer service made . Regulatory Approvals costs associated all actions Safety all Applicable Territory ;|0.0|procedures;|GoldPredicted
59|1|11|1|. , any its this Agreement the of or one ( ) all shall accordance is - 25 after and order [PAD] this Agreement in accordance accordance with of this [PAD] [PAD] event such have Source / solely Section in the Applicable provided liability Term upon Term . , as costs including promptly within applicable , and ) . Service sale service the Term and shall Regulatory comply Product comply with the Regulatory K - K K , associated including the notify necessary responsible in any legal whether and all determine customer , 8 8 - activities reasonably necessary they receipt Business Day Business Day the Product with any procedures actions regarding regarding the Product . Review and procedures to determine Laws Applicable Laws they have withdrawal recall such recall necessary in responsibility and Compliance Marketing Authorization the Marketing permitting . 25 liability in Approvals reasons have sole customer service made . Regulatory Approvals costs associated all actions Safety all Applicable Territory ;|1.0|Agreement;this Agreement;, as;|
64|1|3|1|". , any its this Agreement the end of or ( ) prior all shall accordance - pursuant after and [PAD] this Agreement the end end of , to for the in accordance accordance with pursuant to of this after the a Party [PAD] [PAD] Notwithstanding such defined have Source solely Agreement . . Notwithstanding on costs "" , and "" ) Within the "" on the prior to to such or its agrees and shall shall not or otherwise Key Product K d - K K , ( d d ) Affiliate Affiliates its Affiliates cost responsible fifteen 15 used used by Year , 8 8 - support activities such Party similar Account Plan Plan , Business Days Business Days fifteen ( ( 15 15 ) the Product agrees to ) to be used ) Business Days after assigned Within fifteen Calendar Details goals Marketing review and Expense Plan . team Representatives assigned to discuss and have sole Calendar Year or successor each Calendar Affiliates in Shared customers , Detailing delivering"|1.0|d;( d;d );|
65|1|3|1|. , any may its the end of or ( ) all shall accordance but % is - after and reasonable the end end of the other may be in accordance accordance with after the such Section forth in the ) and set forth on provided an Term ) the as provided under the other Party including written applicable , and Within Term , the Term ) any out and shall provided in use commercially provide Product commercially reasonable reasonable efforts the applicable , shall d ( d d ) selling own its own fifteen 15 financial completed Investment activities below sent , on equal same appropriate the same Plan Plan , Business Days Business Days fifteen ( ( 15 15 ) the Product investment make report below . ) Business Days after 50 Within fifteen Details goals the number position Compensation Marketing back to shipments during such Expense sent to Representatives cases basis , Plan and the amounts implementation Sales Representatives of Details same may setting setting forth 50 % received , fifty implementation of weekly adjusted be adjusted Shared any changes of Shared fifty percent ( 50 budget patients|1.0|d;( d;d );|
68|0|8|1|". , its this Agreement the of or ( ) all shall is - pursuant and will reasonable [PAD] this Agreement pursuant to such Source Section Agreement . in the provided 21 to Section as provided under the including above "" ( including , and "" ) ) . ( the the "" to such for such out except and shall , except each of use commercially commercially reasonable reasonable efforts , shall who K - K K , associated including the own necessary responsible 2021 its own except as 2019 2020 , 2020 connection in connection connection with Year , 8 8 - services and activities appropriate In addition addition , Plan Plan , be responsible associated with Materials Calendar due to Marketing Expense Section 3.5 agencies Calendar Year Training Promotional Materials Plan and implementation implementation of Shared services as 80"|0.0|Agreement;this Agreement;in the;|GoldPredicted
68|0|22|1|". , its this Agreement the of or ( ) all shall is - pursuant and will reasonable [PAD] this Agreement pursuant to such Source Section Agreement . in the provided 21 to Section as provided under the including above "" ( including , and "" ) ) . ( the the "" to such for such out except and shall , except each of use commercially commercially reasonable reasonable efforts , shall who K - K K , associated including the own necessary responsible 2021 its own except as 2019 2020 , 2020 connection in connection connection with Year , 8 8 - services and activities appropriate In addition addition , Plan Plan , be responsible associated with Materials Calendar due to Marketing Expense Section 3.5 agencies Calendar Year Training Promotional Materials Plan and implementation implementation of Shared services as 80"|0.0|Agreement;this Agreement;in the;|GoldPredicted
68|1|25|1|". , its this Agreement the of or ( ) all shall is - pursuant and will reasonable [PAD] this Agreement pursuant to such Source Section Agreement . in the provided 21 to Section as provided under the including above "" ( including , and "" ) ) . ( the the "" to such for such out except and shall , except each of use commercially commercially reasonable reasonable efforts , shall who K - K K , associated including the own necessary responsible 2021 its own except as 2019 2020 , 2020 connection in connection connection with Year , 8 8 - services and activities appropriate In addition addition , Plan Plan , be responsible associated with Materials Calendar due to Marketing Expense Section 3.5 agencies Calendar Year Training Promotional Materials Plan and implementation implementation of Shared services as 80"|1.0|Agreement;this Agreement;use;|
73|0|8|1|". , this Agreement the of or less ( ) all shall % is - pursuant and [PAD] this Agreement less than for the pursuant to [PAD] [PAD] event that such follows Source Section forth in the ) and b paid Term The ( b b ) . The to Section "" ( "" "" ) ) . Service ) is ( the the "" more the Term Product K - K K , * four as follows follows : and all used Year sixty , 8 8 - be less below Fee appropriate entirety Plan the Product calculation the calculation calculation of ) for 31 used in below . ( such event shall intended = intended to product of Calendar Quarter Calendar Quarter value for Marketing product , , is services that - four C Calendar Year fair fair market market value Product for ) below the Calendar each Calendar , even such product seventy Gross"|0.0|Agreement;this Agreement;in the;|GoldPredicted
73|0|22|1|". , this Agreement the of or less ( ) all shall % is - pursuant and [PAD] this Agreement less than for the pursuant to [PAD] [PAD] event that such follows Source Section forth in the ) and b paid Term The ( b b ) . The to Section "" ( "" "" ) ) . Service ) is ( the the "" more the Term Product K - K K , * four as follows follows : and all used Year sixty , 8 8 - be less below Fee appropriate entirety Plan the Product calculation the calculation calculation of ) for 31 used in below . ( such event shall intended = intended to product of Calendar Quarter Calendar Quarter value for Marketing product , , is services that - four C Calendar Year fair fair market market value Product for ) below the Calendar each Calendar , even such product seventy Gross"|0.0|Agreement;this Agreement;in the;|GoldPredicted
77|1|3|1|". , its the of or less ( ) all shall accordance is pursuant after and will date [PAD] less than in accordance accordance with pursuant to date of that such / Section forth in the ) and as of set forth on provided Third until ) the Third Party to Section , as from Sections "" within thirty 30 days applicable , and "" ) ) . within thirty thirty ( ( 30 30 ) ) days days after December Service ( the the "" on the the date then period from the to such except shall not each of the applicable d ( d d ) own its own used 2019 30 , determine Year to a ) shall be less same the same credit calculation the calculation 31 to determine December 31 Calendar Percentage due for calculated by used to Excluded , calculated Calendar Year Parties with relative 8.7 anticipated Sales . reflect the each Calendar Quarters royalty payments applicable period launch"|1.0|d;( d;d );|
81|0|10|1|. , any this Agreement the of or ( ) shall accordance is required - after and will [PAD] this Agreement or any the other in accordance accordance with a Party [PAD] [PAD] that such have Source in the Applicable on b an liability The , ( ( b b ) . The , or other Party action above on the then withheld shall not comply to comply comply with been K - K K , are not necessary extent the extent Agreement are necessary to which it or in , 8 8 - ) shall would contractors relationship Law equal No similar or similar sum required to require any failure withheld , intended intended to liability or to constitute Law . with Applicable Applicable Law Party that extent necessary withholding absence the absence absence of partnership or agreed that increase in would have the sum 34 VAT a partnership have received by that increased not intended|0.0|Agreement;this Agreement;extent;|GoldPredicted
81|1|7|1|. , any this Agreement the of or ( ) shall accordance is required - after and will [PAD] this Agreement or any the other in accordance accordance with a Party [PAD] [PAD] that such have Source in the Applicable on b an liability The , ( ( b b ) . The , or other Party action above on the then withheld shall not comply to comply comply with been K - K K , are not necessary extent the extent Agreement are necessary to which it or in , 8 8 - ) shall would contractors relationship Law equal No similar or similar sum required to require any failure withheld , intended intended to liability or to constitute Law . with Applicable Applicable Law Party that extent necessary withholding absence the absence absence of partnership or agreed that increase in would have the sum 34 VAT a partnership have received by that increased not intended|1.0|Agreement;this Agreement;extent;|
85|0|6|1|. , any this Agreement the of or ( ) prior notice shall twenty - pursuant and Upon date this Agreement the other twenty - pursuant to of this date of a Party that such occur Section terms ) and paid an Term if , ( if the other Party from including Sections months within thirty 30 days written , and ) months ) . Agreement and within thirty thirty ( ( 30 30 ) ) days written notice the date days prior more , if the Term for any Product has four four ( request in any prior written Year once than once before the ) shall terms of activities delivered equal Fee access access to auditors permit report months before An to Sections excess If such properly Calendar the actual notice from such accounting Compliance 's written the Party - four ( 24 24 ) books Calendar Year Training performed under correctly in excess excess of and records Audit ) be accountant paid within delivered pursuant|0.0|access;|GoldPredicted
85|1|5|1|. , any this Agreement the of or ( ) prior notice shall twenty - pursuant and Upon date this Agreement the other twenty - pursuant to of this date of a Party that such occur Section terms ) and paid an Term if , ( if the other Party from including Sections months within thirty 30 days written , and ) months ) . Agreement and within thirty thirty ( ( 30 30 ) ) days written notice the date days prior more , if the Term for any Product has four four ( request in any prior written Year once than once before the ) shall terms of activities delivered equal Fee access access to auditors permit report months before An to Sections excess If such properly Calendar the actual notice from such accounting Compliance 's written the Party - four ( 24 24 ) books Calendar Year Training performed under correctly in excess excess of and records Audit ) be accountant paid within delivered pursuant|1.0|access;|
85|1|19|1|. , any this Agreement the of or ( ) prior notice shall twenty - pursuant and Upon date this Agreement the other twenty - pursuant to of this date of a Party that such occur Section terms ) and paid an Term if , ( if the other Party from including Sections months within thirty 30 days written , and ) months ) . Agreement and within thirty thirty ( ( 30 30 ) ) days written notice the date days prior more , if the Term for any Product has four four ( request in any prior written Year once than once before the ) shall terms of activities delivered equal Fee access access to auditors permit report months before An to Sections excess If such properly Calendar the actual notice from such accounting Compliance 's written the Party - four ( 24 24 ) books Calendar Year Training performed under correctly in excess excess of and records Audit ) be accountant paid within delivered pursuant|1.0|access;|
86|0|8|1|. , any may this Agreement the of or ( ) agreement shall is twenty - and date [PAD] Party may this Agreement at the the other twenty - date of [PAD] [PAD] that such provisions Source Section Effective Date Agreement . in the the provisions as of the Effective Effective Date provided Third AND Term The ( a a ) Third Party . The under the other Party 5 6 hereof months other than which is hereof , ) months the date more to such . 5 5 . the Term for any deemed shall not be deemed use it is K d Information - K K , ( d d ) Information to and other information Confidential four four ( provisions of existing request Confidential Information financial disclosure Year before the and , , 8 8 - hereby Article disclose require access access to auditors normal 's facilities 's normal normal business Warranties any Third ) in hours . months before WARRANTIES AND Representations or use 's Confidential Calendar be at information of use such - four ( 24 24 ) books hereby represents verifying Calendar Year expense of and records ) be 4.6 kept ) it existing and such Confidential other confidential COVENANTS Representations and and Warranties Date that is duly AND COVENANTS such books|0.0|Agreement;this Agreement;in the;|GoldPredicted
86|0|22|1|. , any may this Agreement the of or ( ) agreement shall is twenty - and date [PAD] Party may this Agreement at the the other twenty - date of [PAD] [PAD] that such provisions Source Section Effective Date Agreement . in the the provisions as of the Effective Effective Date provided Third AND Term The ( a a ) Third Party . The under the other Party 5 6 hereof months other than which is hereof , ) months the date more to such . 5 5 . the Term for any deemed shall not be deemed use it is K d Information - K K , ( d d ) Information to and other information Confidential four four ( provisions of existing request Confidential Information financial disclosure Year before the and , , 8 8 - hereby Article disclose require access access to auditors normal 's facilities 's normal normal business Warranties any Third ) in hours . months before WARRANTIES AND Representations or use 's Confidential Calendar be at information of use such - four ( 24 24 ) books hereby represents verifying Calendar Year expense of and records ) be 4.6 kept ) it existing and such Confidential other confidential COVENANTS Representations and and Warranties Date that is duly AND COVENANTS such books|0.0|Agreement;this Agreement;in the;|GoldPredicted
86|1|3|1|. , any may this Agreement the of or ( ) agreement shall is twenty - and date [PAD] Party may this Agreement at the the other twenty - date of [PAD] [PAD] that such provisions Source Section Effective Date Agreement . in the the provisions as of the Effective Effective Date provided Third AND Term The ( a a ) Third Party . The under the other Party 5 6 hereof months other than which is hereof , ) months the date more to such . 5 5 . the Term for any deemed shall not be deemed use it is K d Information - K K , ( d d ) Information to and other information Confidential four four ( provisions of existing request Confidential Information financial disclosure Year before the and , , 8 8 - hereby Article disclose require access access to auditors normal 's facilities 's normal normal business Warranties any Third ) in hours . months before WARRANTIES AND Representations or use 's Confidential Calendar be at information of use such - four ( 24 24 ) books hereby represents verifying Calendar Year expense of and records ) be 4.6 kept ) it existing and such Confidential other confidential COVENANTS Representations and and Warranties Date that is duly AND COVENANTS such books|1.0|d;( d;d );|
86|1|25|1|. , any may this Agreement the of or ( ) agreement shall is twenty - and date [PAD] Party may this Agreement at the the other twenty - date of [PAD] [PAD] that such provisions Source Section Effective Date Agreement . in the the provisions as of the Effective Effective Date provided Third AND Term The ( a a ) Third Party . The under the other Party 5 6 hereof months other than which is hereof , ) months the date more to such . 5 5 . the Term for any deemed shall not be deemed use it is K d Information - K K , ( d d ) Information to and other information Confidential four four ( provisions of existing request Confidential Information financial disclosure Year before the and , , 8 8 - hereby Article disclose require access access to auditors normal 's facilities 's normal normal business Warranties any Third ) in hours . months before WARRANTIES AND Representations or use 's Confidential Calendar be at information of use such - four ( 24 24 ) books hereby represents verifying Calendar Year expense of and records ) be 4.6 kept ) it existing and such Confidential other confidential COVENANTS Representations and and Warranties Date that is duly AND COVENANTS such books|1.0|Agreement;this Agreement;use;|
87|0|0|1|, any its this Agreement the of or ( ) agreement all accordance is and will order this Agreement in accordance accordance with of this that such provisions Effective Date terms the provisions as of the Effective Effective Date the terms against b an ( a a ) , ( ( b b ) ) the under the , or other Party action including breach hereof written , and breach of Agreement and Agreement by terms and or other ) any oral of or and will is a it is has been d has been ( d d ) ( e and other property provisions of default existing jurisdiction legal ; ( power such Party the power by any appropriate oral or and provisions written agreement require default under representative of with or provisions hereof loan not conflict or result property , an appropriate that has and enforceable certificate of the jurisdiction valid and performance by authorized by by all against such jurisdiction of incorporation not require ) it existing and hereunder ; writ , writ writ , Date that is duly license agreement|0.0|( b;d;( d;d );|GoldPredicted
87|0|2|1|, any its this Agreement the of or ( ) agreement all accordance is and will order this Agreement in accordance accordance with of this that such provisions Effective Date terms the provisions as of the Effective Effective Date the terms against b an ( a a ) , ( ( b b ) ) the under the , or other Party action including breach hereof written , and breach of Agreement and Agreement by terms and or other ) any oral of or and will is a it is has been d has been ( d d ) ( e and other property provisions of default existing jurisdiction legal ; ( power such Party the power by any appropriate oral or and provisions written agreement require default under representative of with or provisions hereof loan not conflict or result property , an appropriate that has and enforceable certificate of the jurisdiction valid and performance by authorized by by all against such jurisdiction of incorporation not require ) it existing and hereunder ; writ , writ writ , Date that is duly license agreement|0.0|( b;d;( d;d );|GoldPredicted
87|0|20|1|, any its this Agreement the of or ( ) agreement all accordance is and will order this Agreement in accordance accordance with of this that such provisions Effective Date terms the provisions as of the Effective Effective Date the terms against b an ( a a ) , ( ( b b ) ) the under the , or other Party action including breach hereof written , and breach of Agreement and Agreement by terms and or other ) any oral of or and will is a it is has been d has been ( d d ) ( e and other property provisions of default existing jurisdiction legal ; ( power such Party the power by any appropriate oral or and provisions written agreement require default under representative of with or provisions hereof loan not conflict or result property , an appropriate that has and enforceable certificate of the jurisdiction valid and performance by authorized by by all against such jurisdiction of incorporation not require ) it existing and hereunder ; writ , writ writ , Date that is duly license agreement|0.0|( b;d;( d;d );|GoldPredicted
87|1|3|1|, any its this Agreement the of or ( ) agreement all accordance is and will order this Agreement in accordance accordance with of this that such provisions Effective Date terms the provisions as of the Effective Effective Date the terms against b an ( a a ) , ( ( b b ) ) the under the , or other Party action including breach hereof written , and breach of Agreement and Agreement by terms and or other ) any oral of or and will is a it is has been d has been ( d d ) ( e and other property provisions of default existing jurisdiction legal ; ( power such Party the power by any appropriate oral or and provisions written agreement require default under representative of with or provisions hereof loan not conflict or result property , an appropriate that has and enforceable certificate of the jurisdiction valid and performance by authorized by by all against such jurisdiction of incorporation not require ) it existing and hereunder ; writ , writ writ , Date that is duly license agreement|1.0|d;( d;d );|
89|0|0|1|. , any its this Agreement the of or ( ) all - and will order this Agreement , this such have effect in the Applicable on b an continue effect on ( b b ) , or action including material , and Service on the into a material except and will , except comply Product relating to comply Product , relating to has d U.S.C. § 42 ( d d ) U.S.C. § of , will continue including the contemplated expected payment of except as Agreement ; ; ( connection in connection connection with would issued by Law the Product by this all such or to ) in to have 31 ) with respects transactions the transactions transactions contemplated contemplated by complied et seq promulgated et seq seq . reasonably be be expected of Product with Applicable Applicable Law Claims Product or Anti Anti - adverse material adverse pay , statutes the offer into , adverse effect Law , all material material respects improper offer , respects with|0.0|( b;d;( d;d );|GoldPredicted
89|0|2|1|. , any its this Agreement the of or ( ) all - and will order this Agreement , this such have effect in the Applicable on b an continue effect on ( b b ) , or action including material , and Service on the into a material except and will , except comply Product relating to comply Product , relating to has d U.S.C. § 42 ( d d ) U.S.C. § of , will continue including the contemplated expected payment of except as Agreement ; ; ( connection in connection connection with would issued by Law the Product by this all such or to ) in to have 31 ) with respects transactions the transactions transactions contemplated contemplated by complied et seq promulgated et seq seq . reasonably be be expected of Product with Applicable Applicable Law Claims Product or Anti Anti - adverse material adverse pay , statutes the offer into , adverse effect Law , all material material respects improper offer , respects with|0.0|( b;d;( d;d );|GoldPredicted
89|0|20|1|. , any its this Agreement the of or ( ) all - and will order this Agreement , this such have effect in the Applicable on b an continue effect on ( b b ) , or action including material , and Service on the into a material except and will , except comply Product relating to comply Product , relating to has d U.S.C. § 42 ( d d ) U.S.C. § of , will continue including the contemplated expected payment of except as Agreement ; ; ( connection in connection connection with would issued by Law the Product by this all such or to ) in to have 31 ) with respects transactions the transactions transactions contemplated contemplated by complied et seq promulgated et seq seq . reasonably be be expected of Product with Applicable Applicable Law Claims Product or Anti Anti - adverse material adverse pay , statutes the offer into , adverse effect Law , all material material respects improper offer , respects with|0.0|( b;d;( d;d );|GoldPredicted
89|1|3|1|. , any its this Agreement the of or ( ) all - and will order this Agreement , this such have effect in the Applicable on b an continue effect on ( b b ) , or action including material , and Service on the into a material except and will , except comply Product relating to comply Product , relating to has d U.S.C. § 42 ( d d ) U.S.C. § of , will continue including the contemplated expected payment of except as Agreement ; ; ( connection in connection connection with would issued by Law the Product by this all such or to ) in to have 31 ) with respects transactions the transactions transactions contemplated contemplated by complied et seq promulgated et seq seq . reasonably be be expected of Product with Applicable Applicable Law Claims Product or Anti Anti - adverse material adverse pay , statutes the offer into , adverse effect Law , all material material respects improper offer , respects with|1.0|d;( d;d );|
90|1|25|1|, any this Agreement the of or ( ) notice is and will this Agreement , to that such have effect in the settlement on against Third if there is effect on , ( Third Party from action material written claim , , and written notice Service on the sale a material or other except or otherwise , except use Product relating relating to has been criminal regulatory has been ( e intellectual property filed intellectual property contemplated expected except as in any legal ; ( when would nor application of knowledge court the Product by this the manufacture use , ) to if such any Third to have proceeding arbitration transactions the transactions transactions contemplated contemplated by court , notice from demand , claim of reasonably be be expected owed by ( f sale or , demand infringes legal action adverse material adverse , investigation , civil adverse effect claiming or government has any|1.0|Agreement;this Agreement;use;|
93|1|1|1|. , any may its this Agreement the of or ( ) shall is required - and will [PAD] this Agreement the other may be , this of this [PAD] [PAD] that such Source solely their Agreement . in the Applicable b Term ( a a ) ( b b ) or as other Party including , and Agreement and Term , the Term or other or its out and will Product it is has K - K K , Affiliates its Affiliates information Agreement in necessary remain extent the extent request Term of legal Agreement ; ; ( when or in completed , 8 8 - hereby activities nor 5.4 Law similar do In addition Business the Product with any Co the Co Co - obtained process registration is , Compliance other similar such licenses Applicable Law Law and Party that litigation by Applicable or made necessary or hereby represents of law will remain inquiry and their licenses , in response response to Patent carried carried out , warrants Affiliates shall ) it covenants that for information has obtained , consents its and including its hereby covenants represents , warrants and by each , authorizations|1.0|and their;|
93|1|17|1|. , any may its this Agreement the of or ( ) shall is required - and will [PAD] this Agreement the other may be , this of this [PAD] [PAD] that such Source solely their Agreement . in the Applicable b Term ( a a ) ( b b ) or as other Party including , and Agreement and Term , the Term or other or its out and will Product it is has K - K K , Affiliates its Affiliates information Agreement in necessary remain extent the extent request Term of legal Agreement ; ; ( when or in completed , 8 8 - hereby activities nor 5.4 Law similar do In addition Business the Product with any Co the Co Co - obtained process registration is , Compliance other similar such licenses Applicable Law Law and Party that litigation by Applicable or made necessary or hereby represents of law will remain inquiry and their licenses , in response response to Patent carried carried out , warrants Affiliates shall ) it covenants that for information has obtained , consents its and including its hereby covenants represents , warrants and by each , authorizations|1.0|their;and their;|
94|0|0|1|. , any its this Agreement the of or ( ) all required and will order this Agreement , to such / Applicable b provided an Term ( b b ) , or action including related material applicable ( including , and in material Agreement and any applicable the Term Product has been d U.S.C. § 42 has been including those ( d d ) U.S.C. § ( e of , including the Agreement in own necessary contemplated its own payment of , such Agreement ; ; ( connection in connection connection with activities such Party issued by Law sanctions knowledge Plan Plan , the Product by this all such ) in Review 31 ) with Laws Applicable Laws contemplated by be , or services et seq promulgated et seq seq . Compliance Applicable Law Marketing by Applicable Claims necessary or export pay , statutes services provided economic the offer been , ) it any payments improper offer , controls , Laws ( material compliance all Applicable|0.0|( b;d;( d;d );|GoldPredicted
94|0|2|1|. , any its this Agreement the of or ( ) all required and will order this Agreement , to such / Applicable b provided an Term ( b b ) , or action including related material applicable ( including , and in material Agreement and any applicable the Term Product has been d U.S.C. § 42 has been including those ( d d ) U.S.C. § ( e of , including the Agreement in own necessary contemplated its own payment of , such Agreement ; ; ( connection in connection connection with activities such Party issued by Law sanctions knowledge Plan Plan , the Product by this all such ) in Review 31 ) with Laws Applicable Laws contemplated by be , or services et seq promulgated et seq seq . Compliance Applicable Law Marketing by Applicable Claims necessary or export pay , statutes services provided economic the offer been , ) it any payments improper offer , controls , Laws ( material compliance all Applicable|0.0|( b;d;( d;d );|GoldPredicted
94|0|20|1|. , any its this Agreement the of or ( ) all required and will order this Agreement , to such / Applicable b provided an Term ( b b ) , or action including related material applicable ( including , and in material Agreement and any applicable the Term Product has been d U.S.C. § 42 has been including those ( d d ) U.S.C. § ( e of , including the Agreement in own necessary contemplated its own payment of , such Agreement ; ; ( connection in connection connection with activities such Party issued by Law sanctions knowledge Plan Plan , the Product by this all such ) in Review 31 ) with Laws Applicable Laws contemplated by be , or services et seq promulgated et seq seq . Compliance Applicable Law Marketing by Applicable Claims necessary or export pay , statutes services provided economic the offer been , ) it any payments improper offer , controls , Laws ( material compliance all Applicable|0.0|( b;d;( d;d );|GoldPredicted
94|1|3|1|. , any its this Agreement the of or ( ) all required and will order this Agreement , to such / Applicable b provided an Term ( b b ) , or action including related material applicable ( including , and in material Agreement and any applicable the Term Product has been d U.S.C. § 42 has been including those ( d d ) U.S.C. § ( e of , including the Agreement in own necessary contemplated its own payment of , such Agreement ; ; ( connection in connection connection with activities such Party issued by Law sanctions knowledge Plan Plan , the Product by this all such ) in Review 31 ) with Laws Applicable Laws contemplated by be , or services et seq promulgated et seq seq . Compliance Applicable Law Marketing by Applicable Claims necessary or export pay , statutes services provided economic the offer been , ) it any payments improper offer , controls , Laws ( material compliance all Applicable|1.0|d;( d;d );|
103|1|1|1|". , any its this Agreement the of or ( ) shall - and this Agreement or any , to such their their respective claims against Third AND ( a a ) , ( ) the Third Party , as , or from costs including fees breach 6 "" "" ) Service , by ( the the "" ' or its ) any out expenses except arising out out of use Product Affiliates its Affiliates defend extent the extent of ( . 6 direct Agreement ; ; ( by any 6 . hereinafter the Product the manufacture WARRANTIES OF use of actions expenses , Affiliates and or use Indemnification liabilities losses , claims , arise out , liabilities Marketing actions , extent such D harmless from liabilities , Claims infringement , Product or hereinafter "" Representatives , costs C ( C C ) and their except , ( D D ) Affiliates or its Representatives education , actions LIMITATION OF ) - Indemnitee Indemnification by HEREBY"|1.0|and their;|
104|1|1|1|". , any may its this Agreement the of or ( ) shall is and this Agreement or any , to the other may be event that such have Section their their respective Claim b provided an liability Third Indemnified earlier upon if ( b b ) Third Party , or other Party from breach "" written "" ) ( the the "" , if from the for any ) any out except arising out out of , except use Product entitled it is ) A Affiliates its Affiliates defend upon the extent the extent of ( give Party "" ) shall by any the Product to indemnify use of any Claim such Claim Product . for which Affiliates and in no event shall Indemnification arise out Indemnified Party Procedure injury extent such harmless from Claims death Indemnifying Representatives understood and bodily bodily injury and their Indemnitee Indemnifying Party Indemnification by indemnification under"|1.0|and their;|
104|1|17|1|". , any may its this Agreement the of or ( ) shall is and this Agreement or any , to the other may be event that such have Section their their respective Claim b provided an liability Third Indemnified earlier upon if ( b b ) Third Party , or other Party from breach "" written "" ) ( the the "" , if from the for any ) any out except arising out out of , except use Product entitled it is ) A Affiliates its Affiliates defend upon the extent the extent of ( give Party "" ) shall by any the Product to indemnify use of any Claim such Claim Product . for which Affiliates and in no event shall Indemnification arise out Indemnified Party Procedure injury extent such harmless from Claims death Indemnifying Representatives understood and bodily bodily injury and their Indemnitee Indemnifying Party Indemnification by indemnification under"|1.0|their;and their;|
